exercicio,cod_ibge,populacao,instituicao,entregavel,periodo,periodicidade,status_relatorio,data_status,forma_envio,tipo_relatorio
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,MSC Agregada,7,M,NA,2018-09-03T16:00:33Z,CSV,NA
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,MSC Agregada,8,M,NA,2018-09-17T15:50:10Z,CSV,NA
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,MSC Agregada,9,M,NA,2018-10-29T15:22:29Z,CSV,NA
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,MSC Agregada,10,M,NA,2018-12-04T16:47:14Z,CSV,NA
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,MSC Agregada,11,M,NA,2019-01-30T17:00:46Z,CSV,NA
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,Relatório de Gestão Fiscal,1,Q,HO,2018-06-05T22:32:28Z,F,P
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,Relatório de Gestão Fiscal,2,Q,HO,2018-10-01T22:31:19Z,F,P
2018,15,8272724,Ministério Público de Contas dos Municípios do Pará,Relatório de Gestão Fiscal,3,Q,HO,2019-01-31T22:31:18Z,F,P
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,4,M,NA,2018-06-28T11:09:39Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,5,M,NA,2018-07-03T09:51:23Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,6,M,NA,2018-07-16T16:06:26Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,7,M,NA,2018-09-03T16:00:32Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,8,M,NA,2018-09-17T15:50:10Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,9,M,NA,2018-10-29T15:22:29Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,10,M,NA,2018-12-04T16:47:14Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,MSC Agregada,11,M,NA,2019-01-30T17:00:46Z,CSV,NA
2018,15,8272724,Ministério Público do Estado do Pará,Relatório de Gestão Fiscal,2,Q,HO,2018-09-25T10:02:11Z,P,P
2018,15,8272724,Ministério Público do Estado do Pará,Relatório de Gestão Fiscal,3,Q,HO,2019-01-28T14:36:15Z,P,P
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,4,M,NA,2018-06-28T11:09:39Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,5,M,NA,2018-07-03T09:51:22Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,6,M,NA,2018-07-16T16:06:25Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,7,M,NA,2018-09-03T16:00:32Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,8,M,NA,2018-09-17T15:50:09Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,9,M,NA,2018-10-29T15:22:28Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,10,M,NA,2018-12-04T16:47:12Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,MSC Agregada,11,M,NA,2019-01-30T17:00:45Z,CSV,NA
2018,15,8272724,Tribunal de Contas do Estado do Pará,Relatório de Gestão Fiscal,1,Q,HO,2018-05-30T11:55:02Z,F,P
2018,15,8272724,Tribunal de Contas do Estado do Pará,Relatório de Gestão Fiscal,2,Q,HO,2018-09-30T22:32:43Z,F,P
2018,15,8272724,Tribunal de Contas do Estado do Pará,Relatório de Gestão Fiscal,3,Q,RE,2019-03-13T22:31:08Z,F,P
2018,15,8272724,Tribunal de Contas dos Municípios do Estado do Pará,MSC Agregada,9,M,NA,2018-10-29T15:22:28Z,CSV,NA
2018,15,8272724,Tribunal de Contas dos Municípios do Estado do Pará,MSC Agregada,10,M,NA,2018-12-04T16:47:13Z,CSV,NA
2018,15,8272724,Tribunal de Contas dos Municípios do Estado do Pará,MSC Agregada,11,M,NA,2019-01-30T17:00:45Z,CSV,NA
2018,15,8272724,Tribunal de Contas dos Municípios do Estado do Pará,Relatório de Gestão Fiscal,1,Q,RE,2019-10-01T22:30:20Z,P,P
2018,15,8272724,Tribunal de Contas dos Municípios do Estado do Pará,Relatório de Gestão Fiscal,2,Q,HO,2018-09-30T22:34:39Z,P,P
2018,15,8272724,Tribunal de Contas dos Municípios do Estado do Pará,Relatório de Gestão Fiscal,3,Q,HO,2019-02-01T22:32:58Z,P,P
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,4,M,NA,2018-06-28T11:09:39Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,5,M,NA,2018-07-03T09:51:23Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,6,M,NA,2018-07-16T16:06:26Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,7,M,NA,2018-09-03T16:00:32Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,8,M,NA,2018-09-17T15:50:09Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,9,M,NA,2018-10-29T15:22:29Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,10,M,NA,2018-12-04T16:47:13Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,MSC Agregada,11,M,NA,2019-01-30T17:00:45Z,CSV,NA
2018,15,8272724,Tribunal de Justiça do Estado do Pará,Relatório de Gestão Fiscal,1,Q,HO,2018-05-30T12:05:03Z,F,P
2018,15,8272724,Tribunal de Justiça do Estado do Pará,Relatório de Gestão Fiscal,2,Q,HO,2018-09-27T16:54:42Z,M,P
2018,15,8272724,Tribunal de Justiça do Estado do Pará,Relatório de Gestão Fiscal,3,Q,HO,2019-01-30T16:30:59Z,F,P
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,1,M,NA,2018-03-28T16:46:18Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,2,M,NA,2018-03-28T16:47:29Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,3,M,NA,2018-05-09T10:38:08Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,4,M,NA,2018-07-03T09:59:42Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,5,M,NA,2018-07-03T10:00:17Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,6,M,NA,2018-07-30T14:13:48Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,7,M,NA,2018-08-31T18:34:40Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,8,M,NA,2018-12-12T12:53:53Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,9,M,NA,2018-12-12T12:54:34Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,10,M,NA,2018-12-12T12:55:17Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,11,M,NA,2019-05-03T12:05:52Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,MSC Agregada,12,M,NA,2019-05-03T12:31:06Z,CSV,NA
2018,14,514229,Assembleia Legislativa do Estado de Roraima,Relatório de Gestão Fiscal,1,Q,HO,2018-06-11T09:57:01Z,P,P
2018,14,514229,Assembleia Legislativa do Estado de Roraima,Relatório de Gestão Fiscal,2,Q,HO,2018-10-09T11:29:22Z,P,P
2018,14,514229,Assembleia Legislativa do Estado de Roraima,Relatório de Gestão Fiscal,3,Q,HO,2019-01-30T13:43:32Z,P,P
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,1,M,NA,2018-03-28T16:46:19Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,2,M,NA,2018-03-28T16:47:29Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,4,M,NA,2018-07-03T09:59:42Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,5,M,NA,2018-07-03T10:00:17Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,6,M,NA,2018-07-30T14:13:48Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,7,M,NA,2018-08-31T18:34:40Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,8,M,NA,2018-12-12T12:53:53Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,9,M,NA,2018-12-12T12:54:34Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,10,M,NA,2018-12-12T12:55:17Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,11,M,NA,2019-05-03T12:05:52Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,MSC Agregada,12,M,NA,2019-05-03T12:31:06Z,CSV,NA
2018,14,514229,Defensoria Pública do Estado de Roraima,Relatório de Gestão Fiscal,1,Q,HO,2018-06-06T16:02:18Z,P,P
2018,14,514229,Defensoria Pública do Estado de Roraima,Relatório de Gestão Fiscal,2,Q,HO,2018-09-26T20:29:22Z,P,P
2018,14,514229,Defensoria Pública do Estado de Roraima,Relatório de Gestão Fiscal,3,Q,HO,2019-06-06T17:39:37Z,F,P
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,1,M,NA,2018-03-28T16:46:18Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,2,M,NA,2018-03-28T16:47:29Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,3,M,NA,2018-05-09T10:38:08Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,4,M,NA,2018-07-03T09:59:42Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,5,M,NA,2018-07-03T10:00:17Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,6,M,NA,2018-07-30T14:13:47Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,7,M,NA,2018-08-31T18:34:39Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,8,M,NA,2018-12-12T12:53:52Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,9,M,NA,2018-12-12T12:54:34Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,10,M,NA,2018-12-12T12:55:16Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,11,M,NA,2019-05-03T12:05:52Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,MSC Agregada,12,M,NA,2019-05-03T12:31:06Z,CSV,NA
2018,14,514229,Governo do Estado de Roraima,Balanço Anual (DCA),1,A,HO,2019-05-30T11:30:48Z,P,P
2018,14,514229,Governo do Estado de Roraima,Relatório de Gestão Fiscal,1,Q,HO,2018-09-12T09:25:18Z,M,P
2018,14,514229,Governo do Estado de Roraima,Relatório de Gestão Fiscal,2,Q,HO,2018-11-23T11:58:58Z,P,P
2018,14,514229,Governo do Estado de Roraima,Relatório de Gestão Fiscal,3,Q,RE,2019-07-04T11:45:19Z,P,P
2018,14,514229,Governo do Estado de Roraima,Relatório Resumido de Execução Orçamentária,1,B,RE,2018-05-09T11:30:27Z,M,P
2018,14,514229,Governo do Estado de Roraima,Relatório Resumido de Execução Orçamentária,2,B,HO,2018-09-11T14:15:40Z,P,P
2018,14,514229,Governo do Estado de Roraima,Relatório Resumido de Execução Orçamentária,3,B,HO,2018-07-30T14:24:06Z,P,P
2018,14,514229,Governo do Estado de Roraima,Relatório Resumido de Execução Orçamentária,4,B,HO,2018-11-23T11:55:13Z,P,P
2018,14,514229,Governo do Estado de Roraima,Relatório Resumido de Execução Orçamentária,5,B,HO,2018-12-12T13:23:20Z,P,P
2018,14,514229,Governo do Estado de Roraima,Relatório Resumido de Execução Orçamentária,6,B,RE,2019-07-05T12:55:30Z,P,P
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,1,M,NA,2018-03-28T16:46:19Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,2,M,NA,2018-03-28T16:47:29Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,4,M,NA,2018-07-03T09:59:42Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,5,M,NA,2018-07-03T10:00:17Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,6,M,NA,2018-07-30T14:13:48Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,7,M,NA,2018-08-31T18:34:40Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,8,M,NA,2018-12-12T12:53:53Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,9,M,NA,2018-12-12T12:54:34Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,10,M,NA,2018-12-12T12:55:17Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,11,M,NA,2019-05-03T12:05:52Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,MSC Agregada,12,M,NA,2019-05-03T12:31:06Z,CSV,NA
2018,14,514229,Ministério Público do Estado de Roraima,Relatório de Gestão Fiscal,1,Q,HO,2018-06-08T22:31:57Z,F,P
2018,14,514229,Ministério Público do Estado de Roraima,Relatório de Gestão Fiscal,2,Q,HO,2018-09-26T12:02:26Z,F,P
2018,14,514229,Ministério Público do Estado de Roraima,Relatório de Gestão Fiscal,3,Q,HO,2019-02-04T22:31:08Z,F,P
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,1,M,NA,2018-03-28T16:46:19Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,2,M,NA,2018-03-28T16:47:29Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,4,M,NA,2018-07-03T09:59:42Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,5,M,NA,2018-07-03T10:00:17Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,6,M,NA,2018-07-30T14:13:48Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,7,M,NA,2018-08-31T18:34:40Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,8,M,NA,2018-12-12T12:53:53Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,9,M,NA,2018-12-12T12:54:34Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,10,M,NA,2018-12-12T12:55:17Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,11,M,NA,2019-05-03T12:05:52Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,MSC Agregada,12,M,NA,2019-05-03T12:31:06Z,CSV,NA
2018,14,514229,Tribunal de Contas do Estado de Roraima,Relatório de Gestão Fiscal,1,Q,HO,2018-07-06T12:44:32Z,F,P
2018,14,514229,Tribunal de Contas do Estado de Roraima,Relatório de Gestão Fiscal,2,Q,HO,2018-09-28T14:06:08Z,F,P
2018,14,514229,Tribunal de Contas do Estado de Roraima,Relatório de Gestão Fiscal,3,Q,HO,2019-05-10T12:52:49Z,F,P
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,1,M,NA,2018-03-28T16:46:19Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,2,M,NA,2018-03-28T16:47:29Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,4,M,NA,2018-07-03T09:59:42Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,5,M,NA,2018-07-03T10:00:17Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,6,M,NA,2018-07-30T14:13:48Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,7,M,NA,2018-08-31T18:34:40Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,8,M,NA,2018-12-12T12:53:53Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,9,M,NA,2018-12-12T12:54:34Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,10,M,NA,2018-12-12T12:55:17Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,11,M,NA,2019-05-03T12:05:52Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,MSC Agregada,12,M,NA,2019-05-03T12:31:06Z,CSV,NA
2018,14,514229,Tribunal de Justiça do Estado de Roraima,Relatório de Gestão Fiscal,1,Q,HO,2018-05-30T15:11:44Z,P,P
2018,14,514229,Tribunal de Justiça do Estado de Roraima,Relatório de Gestão Fiscal,2,Q,HO,2018-09-28T17:40:13Z,P,P
2018,14,514229,Tribunal de Justiça do Estado de Roraima,Relatório de Gestão Fiscal,3,Q,HO,2019-01-30T11:16:26Z,P,P
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,MSC Agregada,6,M,NA,2018-08-07T11:30:26Z,CSV,NA
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,MSC Agregada,7,M,NA,2018-09-17T16:48:38Z,CSV,NA
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,MSC Agregada,8,M,NA,2018-09-26T13:39:38Z,CSV,NA
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,MSC Agregada,9,M,NA,2018-10-04T16:37:20Z,CSV,NA
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,MSC Agregada,10,M,NA,2018-11-08T13:01:47Z,CSV,NA
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,MSC Agregada,11,M,NA,2018-12-06T13:21:15Z,CSV,NA
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,MSC Agregada,12,M,NA,2019-01-29T18:39:14Z,CSV,NA
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,Relatório de Gestão Fiscal,1,Q,HO,2018-05-31T22:31:02Z,P,P
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,Relatório de Gestão Fiscal,2,Q,HO,2018-09-26T11:42:13Z,P,P
2018,13,4001667,Tribunal de Justiça do Estado do Amazonas,Relatório de Gestão Fiscal,3,Q,RE,2019-03-21T15:19:49Z,P,P
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,1,M,NA,2018-04-13T15:52:50Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,2,M,NA,2018-04-13T15:54:17Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,3,M,NA,2018-04-13T15:55:30Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,4,M,NA,2018-05-30T21:15:03Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,5,M,NA,2018-06-28T12:21:20Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,6,M,NA,2018-08-07T11:30:25Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,7,M,NA,2018-09-17T16:48:37Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,8,M,NA,2018-09-26T13:39:37Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,9,M,NA,2018-10-04T16:37:19Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,10,M,NA,2018-11-08T13:01:46Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,11,M,NA,2018-12-06T13:21:14Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,MSC Agregada,12,M,NA,2019-01-29T18:39:14Z,CSV,NA
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,Relatório de Gestão Fiscal,1,Q,HO,2018-05-30T13:20:39Z,F,P
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,Relatório de Gestão Fiscal,2,Q,HO,2018-09-27T13:23:28Z,F,P
2018,13,4001667,Assembleia Legislativa do Estado do Amazonas,Relatório de Gestão Fiscal,3,Q,HO,2019-01-30T19:24:36Z,F,P
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,1,M,NA,2018-04-13T15:52:51Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,2,M,NA,2018-04-13T15:54:20Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,3,M,NA,2018-04-13T15:55:32Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,4,M,NA,2018-05-30T21:15:05Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,5,M,NA,2018-06-28T12:21:21Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,6,M,NA,2018-08-07T11:30:27Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,7,M,NA,2018-09-17T16:48:38Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,8,M,NA,2018-09-26T13:39:39Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,9,M,NA,2018-10-04T16:37:21Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,10,M,NA,2018-11-08T13:01:48Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,11,M,NA,2018-12-06T13:21:16Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,MSC Agregada,12,M,NA,2019-01-29T18:39:15Z,CSV,NA
2018,13,4001667,Defensoria Pública do Estado do Amazonas,Relatório de Gestão Fiscal,1,Q,HO,2018-05-25T11:19:37Z,P,P
2018,13,4001667,Defensoria Pública do Estado do Amazonas,Relatório de Gestão Fiscal,2,Q,HO,2018-09-25T14:03:30Z,P,P
2018,13,4001667,Defensoria Pública do Estado do Amazonas,Relatório de Gestão Fiscal,3,Q,HO,2019-01-29T15:29:25Z,P,P
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,1,M,NA,2018-04-13T15:52:48Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,2,M,NA,2018-04-13T15:54:15Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,3,M,NA,2018-04-13T15:55:28Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,4,M,NA,2018-05-30T21:15:01Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,5,M,NA,2018-06-28T12:21:17Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,6,M,NA,2018-08-07T11:30:22Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,7,M,NA,2018-09-17T16:48:35Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,8,M,NA,2018-09-26T13:39:35Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,9,M,NA,2018-10-04T16:37:18Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,10,M,NA,2018-11-08T13:01:36Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,11,M,NA,2018-12-06T13:21:13Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,MSC Agregada,12,M,NA,2019-01-29T18:39:12Z,CSV,NA
2018,13,4001667,Governo do Estado do Amazonas,Balanço Anual (DCA),1,A,HO,2019-05-30T11:54:31Z,P,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório de Gestão Fiscal,1,Q,HO,2018-05-30T12:56:44Z,P,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório de Gestão Fiscal,2,Q,HO,2018-09-28T15:17:01Z,P,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório de Gestão Fiscal,3,Q,RE,2019-06-28T10:25:34Z,M,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório Resumido de Execução Orçamentária,1,B,HO,2018-03-28T18:15:19Z,P,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório Resumido de Execução Orçamentária,2,B,HO,2018-05-30T12:54:50Z,P,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório Resumido de Execução Orçamentária,3,B,HO,2018-07-30T16:28:54Z,P,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório Resumido de Execução Orçamentária,4,B,HO,2018-09-28T15:17:57Z,M,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório Resumido de Execução Orçamentária,5,B,HO,2018-11-29T16:56:57Z,M,P
2018,13,4001667,Governo do Estado do Amazonas,Relatório Resumido de Execução Orçamentária,6,B,RE,2019-04-01T19:26:45Z,M,P
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,1,M,NA,2018-04-13T15:52:51Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,2,M,NA,2018-04-13T15:54:19Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,3,M,NA,2018-04-13T15:55:31Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,4,M,NA,2018-05-30T21:15:05Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,5,M,NA,2018-06-28T12:21:21Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,6,M,NA,2018-08-07T11:30:27Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,7,M,NA,2018-09-17T16:48:38Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,8,M,NA,2018-09-26T13:39:39Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,9,M,NA,2018-10-04T16:37:21Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,10,M,NA,2018-11-08T13:01:47Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,11,M,NA,2018-12-06T13:21:15Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,MSC Agregada,12,M,NA,2019-01-29T18:39:14Z,CSV,NA
2018,13,4001667,Ministério Público do Estado do Amazonas,Relatório de Gestão Fiscal,1,Q,HO,2018-05-28T13:00:42Z,F,P
